path,task_name,import_ok,has_attr,task_info_ok,inherits_taskbase,supported_os,tags,note
plugins/check/tasks/observer/err_code/find_err_4000.py,observer.err_code.find_err_4000,True,True,True,True,,ERR_CODE_TEMPLATE_FAMILY|USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/err_code/find_err_4001.py,observer.err_code.find_err_4001,True,True,True,True,,ERR_CODE_TEMPLATE_FAMILY|USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/err_code/find_err_4012.py,observer.err_code.find_err_4012,True,True,True,True,,ERR_CODE_TEMPLATE_FAMILY|USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/err_code/find_err_4013.py,observer.err_code.find_err_4013,True,True,True,True,,ERR_CODE_TEMPLATE_FAMILY|USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/err_code/find_err_4015.py,observer.err_code.find_err_4015,True,True,True,True,,ERR_CODE_TEMPLATE_FAMILY|USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/err_code/find_err_4016.py,observer.err_code.find_err_4016,True,True,True,True,,ERR_CODE_TEMPLATE_FAMILY|USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/err_code/find_err_4103.py,observer.err_code.find_err_4103,True,True,True,True,,ERR_CODE_TEMPLATE_FAMILY|USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/err_code/find_err_4105.py,observer.err_code.find_err_4105,True,True,True,True,,ERR_CODE_TEMPLATE_FAMILY|USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/err_code/find_err_4108.py,observer.err_code.find_err_4108,True,True,True,True,,exec_cmd_format_call|exec_cmd_has_home_path|exec_cmd_has_path|ERR_CODE_TEMPLATE_FAMILY|USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/err_code/find_err_4377.py,observer.err_code.find_err_4377,True,True,True,True,,ERR_CODE_TEMPLATE_FAMILY|USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/index/global_index_unpartitioned.py,observer.index.global_index_unpartitioned,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/log/log_size.py,observer.log.log_size,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/log/log_size_with_ocp.py,observer.log.log_size_with_ocp,True,True,True,True,,exec_cmd_format_call,
plugins/check/tasks/observer/ls/paxo_members.py,observer.ls.paxo_members,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/network/TCP_retransmission.py,observer.network.TCP_retransmission,True,True,True,True,,,
plugins/check/tasks/observer/network/local_ip_check.py,observer.network.local_ip_check,True,True,True,True,,exec_cmd_fstring|exec_cmd_has_config_path|exec_cmd_has_path,
plugins/check/tasks/observer/network/log_easy_slow.py,observer.network.log_easy_slow,True,True,True,True,,,
plugins/check/tasks/observer/network/network_drop.py,observer.network.network_drop,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/network/network_offset.py,observer.network.network_offset,True,True,True,True,,SUBPROCESS_OR_SYSTEM,
plugins/check/tasks/observer/network/network_speed.py,observer.network.network_speed,True,True,True,True,,exec_cmd_format_call|USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/network/network_speed_diff.py,observer.network.network_speed_diff,True,True,True,True,,exec_cmd_format_call|USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/network/network_write_cond_wakeup.py,observer.network.network_write_cond_wakeup,True,True,True,True,,,
plugins/check/tasks/observer/sysbench/sysbench_free_test_cpu_count.py,observer.sysbench.sysbench_free_test_cpu_count,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/sysbench/sysbench_free_test_memory_limit.py,observer.sysbench.sysbench_free_test_memory_limit,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/sysbench/sysbench_free_test_network_speed.py,observer.sysbench.sysbench_free_test_network_speed,True,True,True,True,,exec_cmd_format_call|USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/sysbench/sysbench_run_test_tenant_cpu_used.py,observer.sysbench.sysbench_run_test_tenant_cpu_used,True,True,True,True,,exec_cmd_format_call|exec_cmd_has_home_path|exec_cmd_has_path|USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/sysbench/sysbench_run_test_tenant_memory_used.py,observer.sysbench.sysbench_run_test_tenant_memory_used,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/sysbench/sysbench_test_cluster_datafile_size.py,observer.sysbench.sysbench_test_cluster_datafile_size,True,True,True,True,,exec_cmd_format_call|exec_cmd_has_home_path|exec_cmd_has_path|USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/sysbench/sysbench_test_cluster_log_disk_size.py,observer.sysbench.sysbench_test_cluster_log_disk_size,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/sysbench/sysbench_test_cluster_parameters.py,observer.sysbench.sysbench_test_cluster_parameters,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/sysbench/sysbench_test_cpu_quota_concurrency.py,observer.sysbench.sysbench_test_cpu_quota_concurrency,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/sysbench/sysbench_test_log_level.py,observer.sysbench.sysbench_test_log_level,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/sysbench/sysbench_test_sql_net_thread_count.py,observer.sysbench.sysbench_test_sql_net_thread_count,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/sysbench/sysbench_test_tenant_cpu_parameters.py,observer.sysbench.sysbench_test_tenant_cpu_parameters,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/sysbench/sysbench_test_tenant_log_disk_size.py,observer.sysbench.sysbench_test_tenant_log_disk_size,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/sysbench/sysbench_test_tenant_primary_zone.py,observer.sysbench.sysbench_test_tenant_primary_zone,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/system/aio.py,observer.system.aio,True,True,True,True,"[""linux""]",declared_linux_only,
plugins/check/tasks/observer/system/arm_smmu.py,observer.system.arm_smmu,True,True,True,True,"[""linux""]",declared_linux_only,
plugins/check/tasks/observer/system/cgroup_version.py,observer.system.cgroup_version,True,True,True,True,"[""linux""]",declared_linux_only,
plugins/check/tasks/observer/system/check_command.py,observer.system.check_command,True,True,True,True,,,
plugins/check/tasks/observer/system/check_system_language.py,observer.system.check_system_language,True,True,True,True,,,
plugins/check/tasks/observer/system/clock_source.py,observer.system.clock_source,True,True,True,True,"[""linux""]",declared_linux_only,
plugins/check/tasks/observer/system/clock_source_check.py,observer.system.clock_source_check,True,True,True,True,"[""linux""]",declared_linux_only,
plugins/check/tasks/observer/system/core_pattern.py,observer.system.core_pattern,True,True,True,True,"[""linux""]",exec_cmd_format_call|exec_cmd_has_path|declared_linux_only,
plugins/check/tasks/observer/system/dependent_software.py,observer.system.dependent_software,True,True,True,True,,,
plugins/check/tasks/observer/system/dependent_software_swapon.py,observer.system.dependent_software_swapon,True,True,True,True,,,
plugins/check/tasks/observer/system/dmesg_log.py,observer.system.dmesg_log,True,True,True,True,"[""linux""]",exec_cmd_format_call|exec_cmd_has_path|declared_linux_only,
plugins/check/tasks/observer/system/docker0_interface_check.py,observer.system.docker0_interface_check,True,True,True,True,"[""linux""]",declared_linux_only,
plugins/check/tasks/observer/system/getenforce.py,observer.system.getenforce,True,True,True,True,"[""linux""]",declared_linux_only,
plugins/check/tasks/observer/system/instruction_set_avx.py,observer.system.instruction_set_avx,True,True,True,True,,,
plugins/check/tasks/observer/system/kernel_bad_version.py,observer.system.kernel_bad_version,True,True,True,True,"[""linux""]",declared_linux_only,
plugins/check/tasks/observer/system/mount_options.py,observer.system.mount_options,True,True,True,True,"[""linux""]",declared_linux_only,
plugins/check/tasks/observer/system/parameter.py,observer.system.parameter,True,True,True,True,"[""linux""]",declared_linux_only,
plugins/check/tasks/observer/system/parameter_ip_local_port_range.py,observer.system.parameter_ip_local_port_range,True,True,True,True,"[""linux""]",declared_linux_only,
plugins/check/tasks/observer/system/parameter_tcp_rmem.py,observer.system.parameter_tcp_rmem,True,True,True,True,"[""linux""]",declared_linux_only,
plugins/check/tasks/observer/system/parameter_tcp_wmem.py,observer.system.parameter_tcp_wmem,True,True,True,True,"[""linux""]",declared_linux_only,
plugins/check/tasks/observer/system/python_version.py,observer.system.python_version,True,True,True,True,,,
plugins/check/tasks/observer/system/tcp_tw_reuse.py,observer.system.tcp_tw_reuse,True,True,True,True,"[""linux""]",declared_linux_only,
plugins/check/tasks/observer/system/ulimit_parameter.py,observer.system.ulimit_parameter,True,True,True,True,,,
plugins/check/tasks/observer/table/auto_split_error.py,observer.table.auto_split_error,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/table/information_schema_tables_two_data.py,observer.table.information_schema_tables_two_data,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/table/macroblock_utilization_rate_table.py,observer.table.macroblock_utilization_rate_table,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/tenant/ddl_operation_table_size.py,observer.tenant.ddl_operation_table_size,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/tenant/macroblock_utilization_rate_tenant.py,observer.tenant.macroblock_utilization_rate_tenant,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/tenant/max_stale_time_for_weak_consistency.py,observer.tenant.max_stale_time_for_weak_consistency,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/tenant/parameters_default.py,observer.tenant.parameters_default,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/tenant/tenant_locality_consistency_check.py,observer.tenant.tenant_locality_consistency_check,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/tenant/tenant_min_resource.py,observer.tenant.tenant_min_resource,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/tenant/tenant_threshold.py,observer.tenant.tenant_threshold,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/tenant/writing_throttling_trigger_percentage.py,observer.tenant.writing_throttling_trigger_percentage,True,True,True,True,,USES_OB_CONNECTOR_SQL,
plugins/check/tasks/observer/version/bad_version.py,observer.version.bad_version,True,True,True,True,,,
plugins/check/tasks/observer/version/old_version.py,observer.version.old_version,True,True,True,True,,,
